customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnProbability,PredictedChurn,RiskLevel,HighValueCustomer,RetentionPriority,RecommendedAction
0620-XEFWH,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.85,84.2,0,0.3226086601650371,0,Medium Risk,False,Monitor,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement
6485-QXWWE,Female,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.0,1638.7,0,0.010914489995847789,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
7321-VGNKU,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,120.25,0,0.8564412687064437,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement
5327-CNLUQ,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),96.9,4473.45,0,0.2094294018767997,0,Low Risk,True,Low Priority,Conduct plan review or provide personalized retention offer | Offer trial or discounted technical support
7552-KEYGT,Male,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,520.55,0,0.04679328519726359,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
5816-JMLGY,Female,0,Yes,Yes,70,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.4,5717.85,0,0.04046787706252137,0,Low Risk,False,Low Priority,Promote bundled online security services
2927-QRRQV,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,94.65,4312.5,0,0.5454831193082561,1,High Risk,True,Priority 2,Encourage automatic payment adoption | Conduct plan review or provide personalized retention offer | Offer trial or discounted technical support
6265-SXWBU,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),95.75,6511.25,0,0.19340214449687512,0,Low Risk,True,Low Priority,Conduct plan review or provide personalized retention offer | Offer trial or discounted technical support | Promote bundled online security services
7941-RCJOW,Male,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.55,1218.65,0,0.013008618756448414,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
6374-NTQLP,Male,1,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.1,7447.7,0,0.10429047368858796,0,Low Risk,True,Low Priority,Conduct plan review or provide personalized retention offer
2387-KDZQY,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.1,279.5,0,0.17791265523245536,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
3584-WKTTW,Male,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.55,5720.35,0,0.45351828769480146,0,Medium Risk,True,Monitor,Encourage automatic payment adoption | Conduct plan review or provide personalized retention offer
3399-BMLVW,Male,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),60.5,3121.45,0,0.018657995617947898,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
1971-DTCZB,Female,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.95,6468.6,0,0.04415238639283054,0,Low Risk,True,Low Priority,Conduct plan review or provide personalized retention offer
3374-PZLXD,Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,675.6,0,0.13716319426593965,0,Low Risk,False,Low Priority,Offer incentive to move to a long-term contract
3813-DHBBB,Male,0,Yes,No,67,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),50.95,3521.7,0,0.035169015359733685,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
2812-REYAT,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.05,923.1,0,0.04904672872117276,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
6518-PPLMZ,Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.4,1110.35,0,0.01903901871030052,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
4939-KYYPY,Male,0,No,No,27,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.45,1611.65,0,0.4250294369190392,0,Medium Risk,False,Monitor,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Promote bundled online security services
5930-GBIWP,Male,0,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),81.5,5553.25,0,0.03407325149567888,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
6022-KOUQO,Female,0,Yes,Yes,2,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.05,44.75,0,0.5599830249764146,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Promote bundled online security services
2361-UPSND,Female,0,Yes,No,46,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,70.6,3231.05,0,0.07534073052861961,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
6035-RIIOM,Female,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),97.2,5129.45,0,0.30662171965321855,0,Medium Risk,True,Monitor,Conduct plan review or provide personalized retention offer | Offer trial or discounted technical support | Promote bundled online security services
9504-DSHWM,Male,0,No,No,20,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.2,1191.2,0,0.30289130645897944,0,Medium Risk,False,Monitor,Offer incentive to move to a long-term contract
5035-BVCXS,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,75.9,866.4,0,0.7330691307743359,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support
6267-DCFFZ,Female,1,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.05,2627.2,0,0.8113621968365572,1,Very High Risk,True,Priority 1,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Conduct plan review or provide personalized retention offer
3533-UVMOM,Male,0,Yes,No,68,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),70.95,4741.45,0,0.025243163304365948,0,Low Risk,False,Low Priority,Offer trial or discounted technical support
2439-LYPMQ,Male,1,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.6,4009.2,0,0.8428944976672841,1,Very High Risk,True,Priority 1,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Conduct plan review or provide personalized retention offer
1478-VPOAD,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,43.8,43.8,0,0.6769710280396075,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement
9995-HOTOH,Male,0,Yes,Yes,63,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,59.0,3707.6,0,0.06529716939613796,0,Low Risk,False,Low Priority,Encourage automatic payment adoption | Offer trial or discounted technical support
2988-PLAHS,Female,0,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,69.95,220.45,0,0.6600744983106247,1,High Risk,False,Priority 3,Encourage automatic payment adoption | Provide proactive onboarding and early engagement | Offer trial or discounted technical support
1371-OJCEK,Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.35,1133.7,0,0.04891124367375698,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
4999-IEZLT,Male,0,No,No,66,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),29.45,1983.15,0,0.0550317437090233,0,Low Risk,False,Low Priority,Promote bundled online security services
8883-ANODQ,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),84.4,5746.75,0,0.1066625308480871,0,Low Risk,False,Low Priority,Offer trial or discounted technical support | Promote bundled online security services
2351-RRBUE,Female,0,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,134.05,0,0.15592956137390743,0,Low Risk,False,Low Priority,Provide proactive onboarding and early engagement
5980-BDHPY,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),87.1,6230.1,0,0.04865899320873894,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
1498-DQNRX,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,573.05,0,0.16160550734928736,0,Low Risk,False,Low Priority,Offer incentive to move to a long-term contract
9469-WEJBT,Male,0,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.35,3419.3,0,0.671781603494726,1,High Risk,True,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Conduct plan review or provide personalized retention offer
2581-VKIRT,Female,0,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,65.5,3801.3,0,0.03816494253769698,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
7426-WEIJX,Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.95,4859.1,0,0.4567462949665483,0,Medium Risk,False,Monitor,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support
2851-MMUTZ,Female,0,No,No,27,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,56.15,1439.35,0,0.3126642298651501,0,Medium Risk,False,Monitor,Offer incentive to move to a long-term contract | Promote bundled online security services
3307-TLCUD,Male,0,Yes,No,17,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,34.4,592.75,0,0.46112503283364853,0,Medium Risk,False,Monitor,Offer incentive to move to a long-term contract | Offer trial or discounted technical support
6625-FLENO,Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.75,1185.95,0,0.01326854311307892,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
2967-MXRAV,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,18.8,0,0.2073166869723471,0,Low Risk,False,Low Priority,Provide proactive onboarding and early engagement
8189-HBVRW,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.8,4921.2,0,0.413522421762251,0,Medium Risk,True,Monitor,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Conduct plan review or provide personalized retention offer
4163-KIUHY,Male,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.6,901.25,0,0.27970725413774306,0,Medium Risk,False,Monitor,Offer incentive to move to a long-term contract | Encourage automatic payment adoption
3500-NSDOA,Male,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),70.8,4859.95,0,0.029379961840858997,0,Low Risk,False,Low Priority,Promote bundled online security services
1171-TYKUR,Male,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.4,1139.2,0,0.14556850992896347,0,Low Risk,False,Low Priority,Offer incentive to move to a long-term contract | Encourage automatic payment adoption
3761-FLYZI,Female,1,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.8,7082.45,0,0.6078993488083149,1,High Risk,True,Priority 2,Offer incentive to move to a long-term contract | Conduct plan review or provide personalized retention offer | Offer trial or discounted technical support
1219-NNDDO,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.85,663.55,0,0.851380390753625,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement
8388-DMKAE,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,174.65,0,0.09858446969879713,0,Low Risk,False,Low Priority,Provide proactive onboarding and early engagement
4403-BWPAY,Male,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.8,321.7,0,0.23355218174931222,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
9659-QEQSY,Female,0,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,115.65,5125.5,0,0.6249683330015207,1,High Risk,True,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Conduct plan review or provide personalized retention offer
5405-ZMYXQ,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.6,548.9,0,0.8078797466755003,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support
1442-OKRJE,Male,0,Yes,Yes,66,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.15,7031.3,0,0.23494670188719768,0,Low Risk,True,Low Priority,Conduct plan review or provide personalized retention offer | Offer trial or discounted technical support
4737-AQCPU,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),72.1,5016.65,0,0.012049940379330736,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
2808-CHTDM,Female,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1,611.45,0,0.05764696094564208,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
0793-TWELN,Female,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.15,319.85,0,0.8229226243035732,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement
3283-WCWXT,Male,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,153.3,0,0.11204206527763153,0,Low Risk,False,Low Priority,Provide proactive onboarding and early engagement
1060-ENTOF,Female,1,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),105.4,7035.6,0,0.21743863925422433,0,Low Risk,True,Low Priority,Conduct plan review or provide personalized retention offer
0999-QXNSA,Male,1,No,Yes,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.75,344.2,0,0.6002513549487698,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support
5451-MHQOF,Male,0,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.45,1431.65,0,0.044365096653376,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
4836-WNFNO,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.0,1849.2,0,0.009457988605871728,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
9225-BZLNZ,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,85.25,6083.1,0,0.08768073802798652,0,Low Risk,False,Low Priority,Encourage automatic payment adoption | Offer trial or discounted technical support
0354-VXMJC,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.6,426.65,0,0.044167882319909584,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
4422-QVIJA,Female,0,No,Yes,35,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.15,1655.35,0,0.2900992055463264,0,Medium Risk,False,Monitor,Offer incentive to move to a long-term contract | Offer trial or discounted technical support | Promote bundled online security services
9365-SRSZE,Male,1,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.55,1943.9,0,0.7653033448356453,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support
8332-OSJDW,Male,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.4,314.95,0,0.16263659554518445,0,Low Risk,False,Low Priority,Provide proactive onboarding and early engagement
4735-BJKOU,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,804.85,0,0.027184960179648998,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
0274-JKUJR,Male,0,Yes,Yes,7,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,58.85,465.7,0,0.5913355300299384,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support
5740-YHGTW,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.55,6669.05,0,0.3082067041959986,0,Medium Risk,True,Monitor,Offer incentive to move to a long-term contract | Conduct plan review or provide personalized retention offer | Offer trial or discounted technical support
8917-SZTTJ,Male,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.65,1161.75,0,0.009414560821135903,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
1696-MZVAU,Male,0,Yes,Yes,39,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),25.25,947.75,0,0.20729680418571406,0,Low Risk,False,Low Priority,Offer trial or discounted technical support | Promote bundled online security services
7359-WWYJV,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),114.45,8375.05,0,0.10436504817014294,0,Low Risk,True,Low Priority,Conduct plan review or provide personalized retention offer
4906-ZHGPK,Male,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,70.7,3770.0,0,0.16119139013703532,0,Low Risk,False,Low Priority,Encourage automatic payment adoption | Promote bundled online security services
3795-GWTRD,Female,0,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),75.55,4707.85,0,0.017029708089915985,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
1298-PHBTI,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,84.8,6152.4,0,0.11260427528308616,0,Low Risk,False,Low Priority,Encourage automatic payment adoption | Promote bundled online security services
6223-DHJGV,Female,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.65,958.1,0,0.06853264170587633,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
6961-MJKBO,Male,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.45,943.0,0,0.019677822327453808,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
8158-WPEZG,Male,0,No,No,11,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,35.65,425.1,0,0.6616767270924132,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement
4918-FYJNT,Female,1,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.45,5044.8,0,0.4581767349153983,0,Medium Risk,True,Monitor,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Conduct plan review or provide personalized retention offer
0727-BNRLG,Male,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),97.65,6743.55,0,0.1416699392660059,0,Low Risk,True,Low Priority,Conduct plan review or provide personalized retention offer | Promote bundled online security services
4854-CIDCF,Female,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.85,196.4,0,0.8254064724219732,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement
3280-MRDOF,Male,1,No,No,30,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),69.1,2093.9,0,0.18790556013573834,0,Low Risk,False,Low Priority,Promote bundled online security services
6435-SRWBJ,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,82.75,417.75,0,0.8324182094043793,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement
9964-WBQDJ,Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.4,1725.4,0,0.013694902461584698,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
6303-KFWSL,Female,0,No,No,29,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,55.25,1620.2,0,0.35390976633738364,0,Medium Risk,False,Monitor,Encourage automatic payment adoption | Offer trial or discounted technical support | Promote bundled online security services
1702-CCFNJ,Male,0,Yes,No,52,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.35,3169.55,0,0.1542136254412876,0,Low Risk,False,Low Priority,Offer incentive to move to a long-term contract | Promote bundled online security services
8932-CZHRQ,Male,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),76.75,5233.25,0,0.06641288814962117,0,Low Risk,False,Low Priority,Offer trial or discounted technical support
0386-CWRGM,Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.4,967.85,0,0.017771299863423934,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
5515-RUGKN,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.75,438.05,0,0.6624620217275007,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support
0404-AHASP,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1421.9,0,0.007128374380358445,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
7279-NMVJC,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.9,323.15,0,0.12576567438998598,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
2081-VEYEH,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.95,318.6,0,0.832770488855432,1,Very High Risk,True,Priority 1,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement
6407-UTSLV,Female,1,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.8,163.7,0,0.8359885423735671,1,Very High Risk,False,Priority 2,Offer incentive to move to a long-term contract | Provide proactive onboarding and early engagement | Offer trial or discounted technical support
9060-HJJRW,Female,0,No,No,51,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),56.4,2928.5,0,0.25084209749979125,0,Medium Risk,False,Monitor,Offer trial or discounted technical support | Promote bundled online security services
2587-YNLES,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,100.35,0,0.08774152138229696,0,Low Risk,False,Low Priority,Provide proactive onboarding and early engagement
7398-SKNQZ,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.9,273.2,0,0.8951265035872786,1,Very High Risk,True,Priority 1,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Provide proactive onboarding and early engagement
5935-FCCNB,Female,1,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,1608.15,0,0.9059107754170185,1,Very High Risk,True,Priority 1,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Conduct plan review or provide personalized retention offer
1958-RNRKS,Male,0,Yes,No,30,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,49.9,1441.95,0,0.48248203771841697,0,Medium Risk,False,Monitor,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Offer trial or discounted technical support
5136-RGMZO,Male,0,No,No,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,71.05,2168.15,0,0.5041446579011981,1,High Risk,False,Priority 3,Offer incentive to move to a long-term contract | Encourage automatic payment adoption | Promote bundled online security services
8345-MVDYC,Female,0,No,No,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),81.65,3618.7,0,0.05396049348780277,0,Low Risk,False,Low Priority,Use loyalty and customer-engagement campaign
8226-BXGES,Male,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),89.45,5692.65,0,0.1493103390133884,0,Low Risk,False,Low Priority,Offer trial or discounted technical support
