customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureSegment,ChargeSegment,CustomerSegment,SegmentCustomerCount,SegmentChurnRate,RiskLevel,HighValueCustomer,SegmentChurnRatePercentage
3292-PBZEJ,Male,1,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.4,1183.05,0,0-12 Months,High,0-12 Months | High | Month-to-month,214,0.7710280373831776,High Risk,True,77.1
9919-KNPOO,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,1948.35,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
5935-FCCNB,Female,1,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,1608.15,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
9360-OMDZZ,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.1,2322.85,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
6833-JMZYP,Female,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.0,1505.45,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
7268-IGMFD,Male,1,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),93.9,1743.9,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
7852-LECYP,Male,1,Yes,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),93.8,1261.0,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
2985-FMWYF,Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.5,2341.55,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
5482-VXSXJ,Male,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.2,2157.3,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
2371-JQHZZ,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.0,2248.05,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
6986-IXNDM,Male,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.9,1337.45,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
2074-GUHPQ,Female,0,No,Yes,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),92.7,1556.85,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
6198-RTPMF,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,92.6,1579.7,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
7668-XCFYV,Female,1,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.55,1614.7,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
4583-PARNH,Male,1,Yes,No,16,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.55,1540.05,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
9402-ORRAH,Female,1,No,No,15,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.5,1400.3,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
1379-FRVEB,Male,0,No,Yes,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.0,1430.05,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
8563-OYMQY,Male,0,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.95,1612.2,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
0112-QAWRZ,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.8,1442.2,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
3771-PZOBW,Male,0,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.7,1781.35,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
0577-WHMEV,Female,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.7,1374.9,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
6507-ZJSUR,Male,1,Yes,No,23,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.45,2117.25,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
9921-QFQUL,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,90.15,2044.95,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
4183-MYFRB,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,1862.9,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
2322-VCZHZ,Male,1,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.0,2024.1,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
1302-UHBDD,Male,1,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.95,1648.45,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
2139-FQHLM,Male,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,89.95,1682.4,0,13-24 Months,High,13-24 Months | High | Month-to-month,180,0.5611111111111111,High Risk,True,56.11
9659-QEQSY,Female,0,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,115.65,5125.5,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
2587-EKXTS,Male,0,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.5,4915.15,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
7130-YXBRO,Male,0,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.45,5315.1,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
6030-REHUX,Female,1,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.85,3204.4,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
7576-JMYWV,Female,1,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.2,4972.1,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
2931-SVLTV,Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),110.1,4469.1,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
3174-RKMOW,Male,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.95,3782.4,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
0177-PXBAT,Male,1,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.9,3694.7,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
9971-ZWPBF,Male,1,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.9,3625.2,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
1216-BGTSP,Male,0,No,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.45,4964.7,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
1833-TCXKK,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.75,4882.8,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
0114-PEGZZ,Female,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,107.55,3645.5,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
8800-ZKRFW,Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,3242.5,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
9137-UIYPG,Female,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.9,3756.45,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
9822-WMWVG,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.5,4282.4,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
1552-AAGRX,Female,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.4,3211.9,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
7048-GXDAY,Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,4040.65,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
5630-IXDXV,Female,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,4849.1,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
1104-TNLZA,Male,1,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.8,2998.0,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
1421-HCERK,Male,1,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.7,3181.8,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
5129-JLPIS,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,2686.05,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
8059-UDZFY,Female,1,No,Yes,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,3465.05,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
2697-NQBPF,Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.35,3540.65,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
2133-TSRRM,Female,0,No,Yes,34,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,3688.6,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
6891-JPYFF,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.25,4997.5,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
9408-HRXRK,Female,0,Yes,Yes,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.15,4730.9,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
2874-YXVVA,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.1,3634.8,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
5118-MUEYH,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.1,5083.55,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
8552-OBVRU,Female,1,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.5,5068.05,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
8123-QBNAZ,Female,0,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,3684.95,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
8818-DOPVL,Female,1,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,4863.85,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
2080-CAZNM,Female,1,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,4133.95,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
1550-EENBN,Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,104.35,3205.6,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
9168-INPSZ,Female,1,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,104.15,4495.65,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
2107-FBPTK,Female,1,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.1,3121.1,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
3384-CTMSF,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.1,5135.15,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
3001-UNBTL,Male,1,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,2964.8,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
2038-LLMLM,Female,0,No,No,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.85,4946.05,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
9919-YLNNG,Female,0,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.8,4327.5,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
3932-IJWDZ,Male,0,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.65,4747.85,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
2832-KJCRD,Female,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.65,3988.5,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
3352-ALMCK,Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.65,4108.15,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
2439-LYPMQ,Male,1,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.6,4009.2,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
4238-JSSWH,Female,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.05,3452.55,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
1028-FFNJK,Male,1,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,2917.65,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
2692-BUCFV,Male,1,No,No,29,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.45,2948.6,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
2603-HVKCG,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,3143.65,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
2809-ZMYOQ,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,3334.9,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
7748-UMTRK,Female,1,No,Yes,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,2974.5,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
0147-ESWWR,Female,1,Yes,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,3949.15,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
3167-SNQPL,Male,1,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,3741.85,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
8378-LKJAF,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),101.15,3956.7,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
0899-LIIBW,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,3527.3,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
6851-WEFYX,Male,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,3437.5,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
9079-LWTFD,Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,100.75,4669.2,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
7587-AOVVU,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,100.75,2793.55,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
1932-UEDCX,Male,1,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.6,3270.25,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
6481-ESCNL,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.55,2878.75,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
0434-CSFON,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,4707.1,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
7714-YXSMB,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.5,2599.95,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
6116-RFVHN,Female,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.45,3414.65,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
4998-IKFSE,Female,0,No,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,100.45,3096.9,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
1641-RQDAY,Female,1,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.4,3217.65,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
1482-OXZSY,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.4,2936.25,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
2800-QQUSO,Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.3,4222.95,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
5816-QVHRX,Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,3541.4,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
1666-JXLKU,Female,0,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,3810.55,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
2669-OIDSD,Female,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,4834.0,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
8709-KRDVL,Female,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.0,3320.6,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
0089-IIQKO,Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.95,3767.4,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
8631-WUXGY,Female,0,No,Yes,46,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4391.25,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
0420-HLGXF,Female,1,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.75,4036.0,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
4128-ETESU,Female,1,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.7,4747.2,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
3524-WQDSG,Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.3,4209.95,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
3588-WSTTJ,Female,1,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05,3554.6,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
1751-NCDLI,Male,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,4564.9,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
3312-UUMZW,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.85,3145.9,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
6088-BXMRG,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,3089.6,0,25-48 Months,High,25-48 Months | High | Month-to-month,291,0.436426116838488,High Risk,True,43.64
